consumer	file_id	filename	start	end	text
FarahN	FarahN_Activity5LightingChoices_2025-07-02_080337_1	FarahN_Activity5LightingChoices_2025-07-02_080337_1.MOV	49.3	53.9	really wanted it more flush and simplistic because the decor of the room is very simplistic.
FarahN	FarahN_Activity5LightingChoices_2025-07-02_080337_1	FarahN_Activity5LightingChoices_2025-07-02_080337_1.MOV	54.0	60.42	So, um, I wanted that sort of direction, that control, the directionality of the light to go
FarahN	FarahN_Activity5LightingChoices_2025-07-02_080337_1	FarahN_Activity5LightingChoices_2025-07-02_080337_1.MOV	60.42	69.04	right onto the artwork and sort of render just a pop of brightness on the artwork. So, um, I think
FarahN	FarahN_Activity5LightingChoices_2025-07-02_080337_1	FarahN_Activity5LightingChoices_2025-07-02_080337_1.MOV	69.04	74.24	it just integrates well with the environment overall. Um, and you know, just the textures,
FarahN	FarahN_Activity5LightingChoices_2025-07-02_080337_1	FarahN_Activity5LightingChoices_2025-07-02_080337_1.MOV	74.34	79.4	the color, the dimension of the artwork really just lended itself to the simplistic way of just
FarahN	FarahN_Activity5LightingChoices_2025-07-02_080337_1	FarahN_Activity5LightingChoices_2025-07-02_080337_1.MOV	79.4	80.96	having that spotlight right on it.
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	0.24	8.6	Okay so our spotlight is in this room that just doesn't have a lot of light so it's an important
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	8.6	14.9	one. It really showcases the beauty of this new painting that we got and really to install it
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	14.9	20.6	above the artwork I kind of started to plan a placement on the ceiling. I knew I wanted to get
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	20.6	25.14	an adjustable one so I knew the angle wasn't so important for me to get perfectly right which gave
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	25.14	31.92	me a little bit of flexibility but I definitely had to really decide on this long wall and really
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	31.92	38.4	just centered it sort of like mid between these two windows so just a little bit of measuring
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	38.4	43.9	wasn't too complicated. The fact that I had the adjustable light made it so that it wasn't like
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	43.9	50.2	extremely necessary for me to hit the exact angle. So anyway we actually I tapped into an
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	50.2	55.04	existing wire that's used for another light and controlled by the same switch so
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	55.04	63.16	this just made the project a lot easier rather than having to you know basically drop wire and
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	63.16	68.18	sort of reinvent the wheel. We already just we kind of just went up to the attic and tapped into
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	68.18	76.72	an existing wire so made it easier from that from that electrical standpoint and then connecting
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	76.72	82.94	the wires to the light housing and attaching the housing to the ceiling joists and then you know
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	82.94	84.8	that was fairly easy.
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	85.04	91.82	We've done that before had a little help from my husband. We adjusted it to be kind of in the spot
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	91.82	97.88	that the hole was made once we were up there in the attic with a great big attic and then I went
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	97.88	104.84	down back down to this room and I mounted the spotlight and the circular plate and didn't really
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	104.84	111.08	do such a great job but still I see if you can tell from the video it's not exactly a hundred
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	111.08	114.14	percent flush. There's a little bit like a millimeter gap but
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	115.04	121.22	I just wanted to cover those jagged edges that covered you know when I was cutting the the drywall
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	121.22	127.94	with the saw. It was very jagged so I was able to cover that and just sort of yeah adjust it to be
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	127.94	136.1	in that spot where the hole was and coming back in here and putting that that cover on and taking
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	136.1	143.18	out the the light bulb and sort of just kind of playing around with warm and soft lights and that
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	143.18	144.92	was also part of the process too.
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	145.04	151.76	So yeah once everything was secure you know we we mounted it and and turned the power back on and
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	151.76	157.46	tested it and just adjusted the beam a couple times to highlight the artwork without you know
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	157.46	163.34	casting shadows and stuff so but I think overall the the project was made pretty
FarahN	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1	FarahN_Activity6Step-by-StepWalkthrough_2025-07-02_082330_1.MOV	163.34	168.98	easy because we were able to tap into that existing lighting and use that switch.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	0.43	11.87	So my main frustration that I mentioned in some of the text was that I really can't, it's so dark up there in the attic.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	11.87	22.09	I wish I could take you to show you, but it's just so dark and I don't have the proper tools right now to bring my phone up there without falling through the attic.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	22.39	30.17	So, but what it is, is basically the insulation made it such a mess and so hard because it sort of is that barrier.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	30.17	33.15	We had to like use a ruler to like find the hole once we were up there.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	34.33	40.69	So yeah, I mean, definitely locating the exact spot from the attic, that insulation makes it like really difficult to find the hole that you cut out.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	40.69	43.59	Like even with the flashlight, like it's just, it's just so dark up there.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	44.19	46.01	And it's, it's small up there too.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	46.13	47.77	Like the crawl space makes it hard.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	47.93	49.09	That's definitely was a frustration.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	50.57	53.59	I think that like, yeah, that was just annoying.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	54.75	57.15	Cutting the drywall like a little too big.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	57.55	60.01	I really should have had like.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	60.17	61.19	A proper mold.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	61.33	64.09	I should have like gotten cardboard and made a template and I didn't.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	64.17	66.09	I used a ruler, but I was like a little bit off.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	66.17	68.33	You could kind of tell it's like a tiny bit.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	69.36	74.97	If you could see me, if I turn this off, but yeah, I can't zoom.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	75.09	75.95	Oh, let me see.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	76.03	79.51	Yeah, I can kind of see like there's a little bit of a gap.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	80.65	87.58	So just like being, that was a little lazy on my part, cutting that open with the drywall.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	87.64	89.3	And drywall is not so easy to cut either.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	89.5	90.1	That's probably.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	90.62	92.5	I probably did not have a great saw.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	92.58	98.66	I used a little drywall saw, which did not have a sharp blade because it needs to be sharpened.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	98.72	100.22	So that was definitely a little bit.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	101.54	105.02	My, my fault should have had a sharper drywall saw.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	106.94	114.06	So, yeah, I mean, that's kind of the, you know, the most frustrating things that I can remember, you know, would have been way more frustrating.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	114.12	120.6	Have we not been able to tap into an existing wire, but I guess that just would have meant that, you know,
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	120.62	122.46	there's a, there's an outlet behind this couch.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	122.54	126.99	You just would have ran the wire up through the, the wall.
FarahN	FarahN_Activity8PainPoints_2025-07-02_083153_1	FarahN_Activity8PainPoints_2025-07-02_083153_1.MOV	127.93	129.71	But yeah, those are some frustrations.
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	1.1399999999999975	8.54	So my main frustration that I mentioned in some of the text was that I really
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	8.54	13.36	can't it's so dark up there in the attic I wish I could take you to show you but
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	13.36	20.38	it's just so dark and I don't have the proper tools right now to bring my phone
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	20.38	24.86	up there without falling through the attic so but what it is is basically the
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	24.86	30.06	insulation made it such a mess and so hard because it sort of is that barrier
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	30.06	35.08	we had to like use a ruler to like find the hole once we were up there so yeah I
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	35.08	38.4	mean definitely locating the exact spot from the attic that insulation makes it
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	38.4	41.22	like really difficult to find the hole that you cut out like even with the
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	41.22	45.48	flashlight like it's just it's just so dark up there and it's it's small up
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	45.48	48.84	there too like the crawl space makes it hard that's definitely was a frustration
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	50.28	53.4	I think that like yeah that was just annoying
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	53.4	53.9	um
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	53.9	60.1	I'm cutting the drywall like a little too big I really should have had like a
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	60.1	63.66	proper mold I should have like gotten cardboard and made a template and I
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	63.66	66.82	didn't I used a ruler but I was like a little bit off you could kind of tell
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	66.82	74.86	it's like a tiny bit if you could see if I turn this off but yeah I can't zoom
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	74.86	80.3	oh let me see yeah I can kind of see like there's a little bit of a gap so
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	80.84	83.88	just like being that was a little bit of a gap but it was a little bit of a gap
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	83.88	88.06	I was a little lazy on my part cutting that open with the drywall and drywall is
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	88.06	92.04	not so easy to cut either that's probably I probably did not have a great
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	92.04	97.34	saw I used a little drywall saw um which did not have a sharp blade because
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	97.34	100.0	it needs to be sharpened so that was definitely a little bit
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	100.0	108.1	um my my fault should have had a sharper drywall saw um so yeah I mean that's kind
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	108.1	113.1	of the you know the most frustrating things that I can remember um you know would have
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	113.1	113.42	been way more
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	113.42	119.7	frustrating have we not been able to tap into an existing wire but um i guess that just would
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	119.7	123.58	have meant that yeah there's a there's an outlet behind this couch you just would have ran the wire
FarahN	FarahN_Activity8_PainPoints	FarahN_Activity8_PainPoints	124.36	129.54	up through the the wall um but yeah those are some frustrations
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	0.82	5.56	So I would probably say, you know, doing it all over again definitely would have made
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	5.56	11.46	sure that my saw, my drywall saw was sharper and would have maybe cut a template out for
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	11.46	12.12	the hole.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	12.86	17.76	I measured, you know, the circumference and I kind of eyeballed it and every millimeter
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	17.76	22.66	really does count when you're talking about, you know, putting the wall plate on and, you
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	22.66	25.08	know, gravity's not really your friend with these kinds of things.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	25.2	27.58	So I wish I didn't get lazy at that point.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	27.58	33.38	Um, there's really nothing I could have done without, you know, um, you know, bigger crawl
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	33.38	35.74	space, a bigger attic space would have been helpful.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	36.08	41.2	Definitely feel like next time I would have maybe gotten a spotlight to shine from below
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	41.2	42.66	so I could find the hole easier.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	42.9	48.24	Um, going up and down into the attic and trying to find that hole was challenging, um, because
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	48.24	50.24	of that insulation, as I mentioned before.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	51.12	57.4	Um, I would probably, yeah, just say that, you know, maybe using those better tools,
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	57.58	65.74	um, and, you know, I'm happy with the spotlight, I guess, I guess I, I probably maybe would
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	65.74	71.82	consider, um, a double, a double spotlight or maybe some kind of track lighting.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	72.18	76.42	Um, I don't regret it because I do like the simplicity of it, but I do have some track
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	76.42	80.58	lighting in my house that I think that I really do need light in this room.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	80.58	85.84	So I focus so much on this artwork that it really, there's some shadows that I wish that
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	85.84	86.96	I maybe.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	87.58	92.49	Maybe had, um, had picked out a better light.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	93.01	96.01	Um, I don't have a dimmer on this.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	96.21	97.75	I also wish I did a dimmer.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	97.75	102.37	I guess I could install it now, but, um, that might be something that I would have
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	102.37	103.03	started with.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	103.13	108.09	I'm kind of over this project, so I've moved on to other things, but I guess if I could
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	108.09	114.41	do it all over again, I would have definitely gotten, um, dimmable bulbs and a dimmer switch
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	114.41	118.18	and then, um, I guess try to.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	118.22	124.6	Maybe have it a little more flexible, so, um, so yeah, some things I can control some
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	124.6	125.6	things I can't.
FarahN	FarahN_Activity9FutureImprovements_2025-07-02_083559_1	FarahN_Activity9FutureImprovements_2025-07-02_083559_1.MOV	125.6	129.38	Um, but all in all, you know, it went, went fairly easy.
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	1.01	11.59	Hi there. This is the spotlight that I installed to showcase this beautiful piece of art that is a
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	11.59	24.63	new addition to my bedroom. And yeah, I basically decided to kind of illuminate this art. There's
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	24.63	34.11	not a lot of light other than lamps in this room. And I just absolutely love the way that this whole
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	34.11	42.17	section of the room is illuminated, not only the artwork. I just got this simple spotlight off of
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	42.17	50.51	Home Depot's website. And I felt like, you know, I didn't want to hire anybody. Every time you get
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	50.51	53.97	somebody to come into your house, it's a thousand dollars. So,
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	54.63	61.39	it was something that was easily able to run. The hard wiring, there's a couple of outlets right
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	61.39	68.61	below it. And we have a nice big attic upstairs. So, I was able to do everything myself. And the
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	68.61	74.13	ceilings are not that high in here. So, being on a ladder, it wasn't like in our living room where
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	74.13	81.35	we would have had to, you know, 25 feet. So, yeah. So, installers are great. But for simple
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	81.35	84.15	things like this, there's tons of YouTube videos.
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	84.63	92.97	Tons of help that I was able to look up online. No need to hire an expensive installer. And I'm
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	92.97	98.95	just so happy with it. I think it's super awesome. I just now need to install a dimmer
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	98.95	105.19	because it is kind of bright. So, that's my next step is to do something that will dim. So, I'll
FarahN	FarahN_Q1_2025-06-20_064419_1	FarahN_Q1_2025-06-20_064419_1.mov	105.19	108.57	have full control over all of the lighting in the room.
FrederickK	FrederickK_Activity1-Introductions_2025-07-03_040934_1	FrederickK_Activity1-Introductions_2025-07-03_040934_1.mp4	1.17	15.14	So I live in a single-family home in the suburbs with my wife and my two children, two boys, 17 and 14, and we're in our late 40s.
FrederickK	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1.mp4	0.82	3.26	So I've always liked modern, lean modern.
FrederickK	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1.mp4	4.96	8.44	Now, obviously not, or not obviously, but not extreme modern.
FrederickK	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1.mp4	8.64	12.02	It's just not, you know, suburbs aren't the place where you can pull that off.
FrederickK	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1.mp4	13.6	21.78	But I married my wife a few years ago, and I guess she was not as into modern, so it's been a blend.
FrederickK	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1.mp4	22.92	26.2	But we made a joke in this last remodeling project.
FrederickK	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1.mp4	26.62	30.6	She was really making fun of me, but kind of like, if it's not modern, we don't want it.
FrederickK	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1.mp4	31.62	33.94	But, you know, that's not really the end result.
FrederickK	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1.mp4	35.45	40.71	Although we've got a lot of kind of like mid-century modern touches, not a lot, maybe some.
FrederickK	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1	FrederickK_Activity2YourStyleandPhilosophy_2025-07-03_041309_1.mp4	42.61	45.21	So I'd say that's kind of how we've been leaning lately.
