video_id,url,title,brand,views,upload_date,channel,duration_seconds,video_type,sentiment,sentiment_confidence,max_weight_lb,weight_range_lb,damage_free,removable,no_tools_required,heavy_duty,waterproof,permanent,indoor_outdoor,outdoor_rated,pain_points,benefits,use_cases,has_transcript
G2bcsKJ2Ohs,https://www.youtube.com/watch?v=G2bcsKJ2Ohs,Transform Your Packaging Game with Scotch Heavy Duty Tape,Scotch,2742,20240322,Rock City Reviews & Tips,,tutorial|review|tips,neutral,0.7,,,,,,True,,,,,,strong_hold:1|professional_results:1,picture_hanging:1|shelving:1|heavy_items:1,True
xsm6fWCDoLs,https://www.youtube.com/watch?v=xsm6fWCDoLs,"REVIEW: Scotch-Mount Indoor Double-Sided Mounting White Tape,  3M Industrial Strength Adhesive",Scotch,2563,20241019,Know NOW,,review,positive,0.85,,,,,,,,,,,durability_issues:1,,,True
5ER_2YeE1Rc,https://www.youtube.com/watch?v=5ER_2YeE1Rc,"🌵 10 Best Mounting Putties (Faber-Castell, Gorilla, and More)",Scotch,2238,20220904,Lemongrass US,,general,positive,0.7,,,,True,,,,,,,surface_damage:1,rental_friendly:1,picture_hanging:3|decoration:2|heavy_items:1,True
Id1D6-wiO_Y,https://www.youtube.com/watch?v=Id1D6-wiO_Y,Frog Tape vs Scotch Delicate tape | Tape and caulk for straight Paint lines,Scotch,1680,20220830,BryanBuilt,,tutorial|comparison|tips,neutral,0.7,,,,,,,,,,,price_too_high:1,professional_results:1|value_for_money:1,picture_hanging:1|tv_mounting:1,True
dnNMh2-YK7k,https://www.youtube.com/watch?v=dnNMh2-YK7k,Full review of Scotch wall safe tape,Scotch,1501,20240316,Nino,,review,mixed,0.75,,,,,,,,,,,,,heavy_items:1,True
847dh87hrxY,https://www.youtube.com/watch?v=847dh87hrxY,Scotch Double Sided Tape,Scotch,1406,20240103,sara's favorite things,,general,positive,0.7,,,,,,,,True,,,durability_issues:1,,renter_friendly:1|diy_projects:1,True
zfJ_WS6zajc,https://www.youtube.com/watch?v=zfJ_WS6zajc,3M Scotch Extremely Strong Double Sided Mounting Tape,Scotch,1019,20241120,Hardware Specialist,,general,positive,0.7,,,,,,,,,,,,strong_hold:1,picture_hanging:1|heavy_items:1,True
7uxHoi0Whus,https://www.youtube.com/watch?v=7uxHoi0Whus,"3M Scotch Extreme Double Sided Tape, 1m Holds 6.7kg, Works on Uneven Surfaces ll #fypシ #fyp",Scotch,1016,20230605,style,,general,neutral,0.6,,,,,,,,,,True,,,,True
0nWnGzXlEiY,https://www.youtube.com/watch?v=0nWnGzXlEiY,🏠 Home Improvement Helper: REVIEW 3M Scotch-Mount Indoor Mounting Tape,Scotch,946,20231025,PaperbagReview,,tutorial|review|problem,neutral,0.7,,,,,,,,,,,durability_issues:1,,diy_projects:2,True
s1K8a9Tk1pI,https://www.youtube.com/watch?v=s1K8a9Tk1pI,Painters Scotch blue tape versus green frogtape - part two,Scotch,757,20241227,Benny Goldstein,,comparison,mixed,0.8,,,,,,,,,,,,,picture_hanging:1,True
1_FNhtMrFOs,https://www.youtube.com/watch?v=1_FNhtMrFOs,"Scotch Box Lock Packing Tape, Clear, Extreme Grip Moving Tape, 1.88 in x 1000 in Review",Scotch,744,20240806,Christy's Critiques,,review|comparison,positive,0.85,,,,,,,,,,,,value_for_money:1,,True
YYtWVHFgBQQ,https://www.youtube.com/watch?v=YYtWVHFgBQQ,Scotch® Double-Sided Mounting Tape Projects - Home & Office Store Packaging,Scotch,722,20220422,Scotch,,general,positive,0.7,,,,,,,,,,,durability_issues:3,strong_hold:1,picture_hanging:1|decoration:1|office:1|diy_projects:1,True
Bv6rOD_O280,https://www.youtube.com/watch?v=Bv6rOD_O280,Scotch Heavy Duty Shipping Packaging Tape with Dispenser,Scotch,710,20230910,Olga Von Light,,tutorial|review,neutral,0.7,,,,,,True,,,,,,,tv_mounting:1|diy_projects:1|heavy_items:1,True
AGhkgwLopMk,https://www.youtube.com/watch?v=AGhkgwLopMk,Scotch Rough Surface Painter's Tape Review,Scotch,708,20211220,Reviews Unscripted,,tutorial|review|problem,neutral,0.7,,,True,,,,,,,,surface_damage:2,damage_free:2|strong_hold:1|value_for_money:1,renter_friendly:1,True
QlFtbcJWZ9I,https://www.youtube.com/watch?v=QlFtbcJWZ9I,Unleashing the Power of Scotch Vinyl 700 Electrical Tape: 3 Must-See Features!,Scotch,692,20241008,Review Sensei,,general,positive,0.7,,,,,,,,,,,,,diy_projects:2,True
g9mo0SeTuXA,https://www.youtube.com/watch?v=g9mo0SeTuXA,"Unboxing Scotch Tough Duct Tape, No Residue, 1 88 Inch by 25 Yard",Scotch,684,20170626,Robert Le,,problem|demo,neutral,0.7,,,,,,,,,,,surface_damage:3,,tv_mounting:1,True
sSUtjpY9gaE,https://www.youtube.com/watch?v=sSUtjpY9gaE,Picture Hanging Hack – Hanging Pictures Level,3M Claw,8394682,20231211,3M,,tips,neutral,0.6,65,65,,,True,,,,,,,easy_installation:2|strong_hold:1|versatile:1,picture_hanging:1|diy_projects:1,True
hDxebMTfAo8,https://www.youtube.com/watch?v=hDxebMTfAo8,3M™ CLAW Drywall Picture Hanger Video 45 seconds,3M Claw,3581255,20201009,3M,,general,neutral,0.6,45,45,,,,,,,,,,strong_hold:1|versatile:1,picture_hanging:1|diy_projects:1|heavy_items:1,True
WFAOxhKARvA,https://www.youtube.com/watch?v=WFAOxhKARvA,The Easiest and Fastest Way to Hang Heavy Things,3M Claw,3029323,20230923,LRN2DIY,,comparison|tips,mixed,0.8,,,,,True,,,,,,installation_difficulty:1,easy_installation:1|time_saving:1,heavy_items:3|picture_hanging:2,True
E66puf77Lbk,https://www.youtube.com/watch?v=E66puf77Lbk,The END Of Drywall Anchors?! Fastest And Easiest Way To Hang Heavy Items! LETS TEST IT! How To DIY,3M Claw,843290,20240128,Fix This House,,tutorial|comparison,neutral,0.7,65,15-65,,,,,,,,,durability_issues:1,time_saving:2|easy_installation:1|professional_results:1,heavy_items:3|picture_hanging:1|diy_projects:1,True
_6n7sBQbuTQ,https://www.youtube.com/watch?v=_6n7sBQbuTQ,3M CLAW™ Plasterboard and Drywall Picture Hanger - Strength and Ease English Video,3M Claw,694822,20230511,3M UK & Ireland,,general,neutral,0.6,,,,,,,,,,,,strong_hold:1|versatile:1,picture_hanging:1|heavy_items:1,True
Zpxcu25aevA,https://www.youtube.com/watch?v=Zpxcu25aevA,The Best Drywall Anchor Plug Inserts // Tested,3M Claw,417395,20220917,Tools That Build,,tutorial|comparison|demo,neutral,0.7,,,,,,,,,,,,strong_hold:1|value_for_money:1,tv_mounting:2|picture_hanging:1|shelving:1,True
uYZA2PFk9yE,https://www.youtube.com/watch?v=uYZA2PFk9yE,This could be the best picture hanging system ever! 3M Claw,3M Claw,322808,20230709,Proper DIY,,tutorial,neutral,0.7,4,1-4,,,,,,,,,surface_damage:1,easy_installation:2|strong_hold:1|versatile:1|time_saving:1,picture_hanging:2|heavy_items:2|shelving:1|diy_projects:1,True
3Ii0UGiRqO0,https://www.youtube.com/watch?v=3Ii0UGiRqO0,3M Wallclaw,3M Claw,303406,20220923,Go Build Stuff,,general,neutral,0.6,,,,,,,,,,,,,,True
m3Zl0hbkOfU,https://www.youtube.com/watch?v=m3Zl0hbkOfU,Hang Heavy Items on Drywall - Without Drilling Large Holes!,3M Claw,247348,20230101,Reluctant DIYers,,tutorial,neutral,0.7,65,15-65,,,,,,,,,surface_damage:2,professional_results:1,picture_hanging:2|heavy_items:2|mirror:1|diy_projects:1,True
tEWIVzV78WI,https://www.youtube.com/watch?v=tEWIVzV78WI,I Ditched Basic Anchors — Here's Why,3M Claw,181916,20240310,Fix This Build That,,comparison,mixed,0.8,,,,,,,,,,,adhesion_failure:1,,picture_hanging:2|heavy_items:1,True
2EUbx6HB9eU,https://www.youtube.com/watch?v=2EUbx6HB9eU,Hang Pictures And Artwork Without Nails #homehacks #picturehanging #hottohangartwork,3M Claw,153263,20241020,Stephanie Booth Home,,tips,positive,0.7,,,,,,,,,,,weight_limitations:1,strong_hold:1|rental_friendly:1,picture_hanging:2|diy_projects:2|renter_friendly:1|heavy_items:1,True
kulMYLbGcgE,https://www.youtube.com/watch?v=kulMYLbGcgE,Every Drywall Anchor from The Home Depot Tested - You will be SHOCKED at how some of these did,3M Claw,144473,20211117,Tool Review Zone,,review|comparison,mixed,0.75,,,,,,,,,,,durability_issues:1,easy_installation:1,picture_hanging:1|hooks:1,True
DCbDhkbB1xQ,https://www.youtube.com/watch?v=DCbDhkbB1xQ,3M Claw Drywall Picture Hangers Are the Smartest Way to Hang Pictures,3M Claw,100626,20240904,Justin Reviews,,tutorial|comparison,neutral,0.7,,,,,,,,,,,,,picture_hanging:2|diy_projects:1,True
jT07Bwi-Bis,https://www.youtube.com/watch?v=jT07Bwi-Bis,3M CLAW™ Heavy Weight Hanging Solution with Kiva,3M Claw,99794,20240530,3M,,general,neutral,0.6,,,,,True,,,,,,,easy_installation:1,heavy_items:2|picture_hanging:1|mirror:1,True
iZnXYuNieuc,https://www.youtube.com/watch?v=iZnXYuNieuc,3M Claw vs. Drywall Anchor - Hanging Heavy Items on Drywall,3M Claw,90232,20230115,Reluctant DIYers,,tutorial|comparison,neutral,0.7,75,15-75,,,,,,,,,,easy_installation:1|value_for_money:1,heavy_items:3|picture_hanging:2|mirror:1,True
4M_hC9UIjcs,https://www.youtube.com/watch?v=4M_hC9UIjcs,Installing 3M Claw drywall picture hanger #diy #shorts,3M Claw,73047,20241207,Man VS Housework,,tutorial,neutral,0.7,,,,,,,,,,,price_too_high:1,easy_installation:1,picture_hanging:1|diy_projects:1,True
sMUl3UEXfPk,https://www.youtube.com/watch?v=sMUl3UEXfPk,How to Hang Heavy Stuff on JUST DRYWALL!,3M Claw,70524,20240511,Welcome to the Woods,,tutorial,neutral,0.7,,,,,True,,,,,,,easy_installation:2,picture_hanging:2|heavy_items:2|decoration:1|mirror:1,True
xKfM10_83DA,https://www.youtube.com/watch?v=xKfM10_83DA,Easy DIY wall hangers // 3M CLAW™ Drywall Picture Hanger,3M Claw,69612,20240521,DIY Creators,,tutorial|demo,neutral,0.7,,,,,,,,,,,,easy_installation:2|strong_hold:1|time_saving:1,picture_hanging:3|decoration:1|mirror:1|renter_friendly:1|diy_projects:1|heavy_items:1,True
4hZt9IeAIys,https://www.youtube.com/watch?v=4hZt9IeAIys,3M CLAW Drywall Picture Hangers (3 Pack),3M Claw,64406,20220211,limubearproductions,,tutorial,neutral,0.7,,,,,True,,,,,,durability_issues:1,easy_installation:2|strong_hold:1,picture_hanging:2,True
9r8SWWZz8Gg,https://www.youtube.com/watch?v=9r8SWWZz8Gg,#ad Hanging our 60lb antique mirror with ease using 3M CLAW™ Drywall Picture Hanger NO tools  needed,3M Claw,52213,20250518,"XO, MaCenna",,tutorial,neutral,0.7,60,60,,,True,,,,,,,strong_hold:1|easy_installation:1,picture_hanging:1|decoration:1|mirror:1,True
iFK2GMzjGy0,https://www.youtube.com/watch?v=iFK2GMzjGy0,The Worlds Strongest Picture Hangers for Drywall????,3M Claw,50755,20210310,Revu2u,,general,positive,0.7,,,,,,,,,,,,strong_hold:1|easy_installation:1,picture_hanging:2|diy_projects:1,True
zBM3943UPSE,https://www.youtube.com/watch?v=zBM3943UPSE,3M Claw Spot Marker - Does it Work?,3M Claw,30878,20240402,Reluctant DIYers,,general,neutral,0.6,,,,,,,,,,,surface_damage:1,,diy_projects:2|picture_hanging:1|mirror:1|heavy_items:1,True
B6qphqiFMyU,https://www.youtube.com/watch?v=B6qphqiFMyU,3M CLAW™ Heavy Weight Hanging Solution,3M Claw,21204,20240524,3M,,general,neutral,0.6,,,,,,,,,,,,,heavy_items:2|picture_hanging:1|mirror:1,True
H_kFRPu21sI,https://www.youtube.com/watch?v=H_kFRPu21sI,Best Drywall Anchors with Minimal Damage! (New Information),3M Claw,17533,20241016,VCG Construction,,tutorial|comparison,neutral,0.7,20,20,,,,,,,,,surface_damage:1|price_too_high:1,time_saving:1|professional_results:1|value_for_money:1,picture_hanging:2|decoration:1|shelving:1|hooks:1|diy_projects:1|heavy_items:1,True
qUIDQEkCQqk,https://www.youtube.com/watch?v=qUIDQEkCQqk,The Easiest Way to Hang Heavy Things!,3M Claw,15151,20240508,MrFixItDIY,,tutorial|comparison,neutral,0.7,,,,,True,,,,,,surface_damage:1,easy_installation:1|time_saving:1|rental_friendly:1,heavy_items:3|picture_hanging:1|decoration:1|diy_projects:1,True
PSbcjSwnodo,https://www.youtube.com/watch?v=PSbcjSwnodo,#ad the 3M™ CLAW™ Drywall Picture Hangers from @3MCorporate since it makes decorating much easier!,3M Claw,14746,20250522,Loi Doan ,,general,neutral,0.6,,,,,,,,,,,,,picture_hanging:1|decoration:1,True
LoNGiq25ddI,https://www.youtube.com/watch?v=LoNGiq25ddI,Can the 3M Claw Hold Heavy Items on Drywall?,3M Claw,14729,20240330,Reluctant DIYers,,general,neutral,0.6,,,,,,,,,,,surface_damage:1,,diy_projects:2|heavy_items:2,True
v8jGGEntxCo,https://www.youtube.com/watch?v=v8jGGEntxCo,Top 6 Drywall Anchors Put to the TEST Can They Hold Heavy Objects,3M Claw,13508,20250226,Is It Worth It,,comparison|problem,negative,0.9,143,50-143,,,,,,,,,price_too_high:1,easy_installation:1|time_saving:1,decoration:2|heavy_items:2|shelving:1|tv_mounting:1|diy_projects:1,True
p1HXJCNiY60,https://www.youtube.com/watch?v=p1HXJCNiY60,The easiest way to hang things up!!! Love 3m Claw so much!!! #homedecor #homediy #eclectic,3M Claw,10939,20231025,Mallory on the Moon,,general,positive,0.7,,,,,,,,,,,,,decoration:1|diy_projects:1|heavy_items:1,True
44xh9C1P-3I,https://www.youtube.com/watch?v=44xh9C1P-3I,Hanging Pictures Made Easy with the 3M Claw #diy #diytools #tools #homedecoration,3M Claw,10820,20250726,Tough Guys DIY,,general,neutral,0.6,,,,,,,,,,,,easy_installation:1,decoration:2|picture_hanging:1|diy_projects:1,True
0lO8iZHUel4,https://www.youtube.com/watch?v=0lO8iZHUel4,Strength Testing The Best Drywall Anchors,3M Claw,9452,20250219,Home Rapid Repair ,,tutorial|comparison,positive,0.8,40,40,,,,,,,,,adhesion_failure:1,strong_hold:1|time_saving:1|value_for_money:1,picture_hanging:1|mirror:1|bathroom:1|heavy_items:1,True
Lx2H-vEmxDY,https://www.youtube.com/watch?v=Lx2H-vEmxDY,Tim Cruise LOVES The 3M CLAW,3M Claw,8351,20201219,Such Fun Gifts,,general,positive,0.7,45,45,,,,,,,,,,,,True
kdWg_AC5RN4,https://www.youtube.com/watch?v=kdWg_AC5RN4,Stripped Drywall Anchor? I Tested 2 Fixes…The Winner SHOCKED Me!,3M Claw,6868,20250302,Is It Worth It,,tutorial|comparison|problem,mixed,0.7,,,,,,,,,,,surface_damage:5|durability_issues:5|weight_limitations:1|temperature_sensitive:1,strong_hold:1|time_saving:1,picture_hanging:2|heavy_items:1,True
EnIJh6WcjTE,https://www.youtube.com/watch?v=EnIJh6WcjTE,How to Use Claw Drywall Hangers | 3M Claw DIY Tutorial,3M Claw,5903,20250430,HomeServe,,tutorial,neutral,0.7,,,,,,,,,,,,easy_installation:2|time_saving:1,picture_hanging:3|heavy_items:2|mirror:1|diy_projects:1,True
rXCD67bZBy4,https://www.youtube.com/watch?v=rXCD67bZBy4,3m Claw drywall anchors useless,3M Claw,4636,20240927,3 Point Films,,tutorial,neutral,0.7,,,,,,,,,,,,,picture_hanging:1,True
3TN-BebizVE,https://www.youtube.com/watch?v=3TN-BebizVE,How To Install The Wall Claw Drywall Anchors. Game Changer? (Detailed Directions and Review),3M Claw,4486,20220401,Review Board,,tutorial|review|comparison,neutral,0.7,,,,True,,,,,,,,easy_installation:2|time_saving:2|strong_hold:1|rental_friendly:1,tv_mounting:1|diy_projects:1|heavy_items:1,True
AsNxaTmn_4k,https://www.youtube.com/watch?v=AsNxaTmn_4k,365 Days of DIY - The Hangman Bear Claw Really Grabs Ya,3M Claw,2856,20170920,DIYHIPChicks,,tutorial,neutral,0.7,,,,,,,,,,,,strong_hold:1|easy_installation:1|versatile:1,diy_projects:1|heavy_items:1,True
fdclF_hOUHk,https://www.youtube.com/watch?v=fdclF_hOUHk,Best Way To Hang Heavy Things on Drywall. 3M Drywall Anchor Review.,3M Claw,2162,20230518,Try This DIY,,tutorial|review|comparison|problem,neutral,0.7,,,,,,,,,,,,easy_installation:3|time_saving:1|value_for_money:1,diy_projects:2|heavy_items:2|picture_hanging:1,True
EpjMsEEcYW0,https://www.youtube.com/watch?v=EpjMsEEcYW0,Hang Anything Heavy FAST! (Really Strong Hooks!),3M Claw,2084,20240929,The Home Improvement Channel,,comparison|tips,mixed,0.8,65,65,,,,,,,,,,easy_installation:2|strong_hold:1|time_saving:1,heavy_items:2|picture_hanging:1|organization:1|shelving:1|mirror:1|diy_projects:1,True
6NjGAFBBT0E,https://www.youtube.com/watch?v=6NjGAFBBT0E,Wall Claw Drywall Anchors,3M Claw,1876,20250302,Mountaineer Outdoors,,tutorial,neutral,0.7,,,,,,,,,,,durability_issues:1,strong_hold:1|versatile:1|time_saving:1,picture_hanging:1|diy_projects:1|heavy_items:1,True
4Ty9KMMc7Jc,https://www.youtube.com/watch?v=4Ty9KMMc7Jc,#diy the easiest hack to hanging artwork or mirrors. and the spot marker is actu,3M Claw,1693,20230729,Cody Test,,tips,positive,0.7,,,,,,,,,,,,,picture_hanging:2|diy_projects:2|decoration:1|mirror:1,True
3Ugypvy6PMs,https://www.youtube.com/watch?v=3Ugypvy6PMs,"Drywall Anchors, How to Hang Heavy Pictures and Mirrors",3M Claw,1167,20230219,Nathan E.,,tutorial|comparison|problem,neutral,0.7,30,30,,,,,,,,,,easy_installation:1,heavy_items:3|picture_hanging:1|mirror:1|hooks:1|diy_projects:1,True
gE_S9LeqpaQ,https://www.youtube.com/watch?v=gE_S9LeqpaQ,"3M CLAW Drywall Picture Hanger with Temporary Spot Marker, Holds 15 lbs, 6 Hangers, 6 Markers/Pack",3M Claw,734,20220831,Happy Shop,,general,neutral,0.6,15,15-15,,,True,,,,,,,easy_installation:1|versatile:1|rental_friendly:1,picture_hanging:2|heavy_items:2|decoration:1|mirror:1,True
yJEo7OV9NwI,https://www.youtube.com/watch?v=yJEo7OV9NwI,"3M Claw Drywall Picture Hangers, 8 Hangers Amazon Review",3M Claw,134,20230511,Hey Delphi,,tutorial|review,neutral,0.7,,,,,,,,,,,,,picture_hanging:1,True
9osBL0LDnsU,https://www.youtube.com/watch?v=9osBL0LDnsU,"Best way to hang a picture? 3M CLAW 15, 25 and 45 lb. Drywall Picture Hanger Variety Pack",3M Claw,92,20240810,The Review Crew,,general,positive,0.7,45,45,,,,,,,,,,,picture_hanging:1,True
yBLylXf7ijs,https://www.youtube.com/watch?v=yBLylXf7ijs,The Top 5 Best Claw Hangers in 2025 - Must Watch Before Buying!,3M Claw,24,20250314,Top 5 Best Picks,,general,positive,0.7,,,,,,,,,,,installation_difficulty:1,versatile:3|strong_hold:2|easy_installation:1|value_for_money:1,picture_hanging:2|decoration:2|shelving:1|mirror:1|office:1|heavy_items:1,True
msiaV0Vnwms,https://www.youtube.com/watch?v=msiaV0Vnwms,"1500lbs Claw Hook 25inch Steel Log Lifting Tongs,Heavy Duty Grapple Timber Claw,Forestry Pliers Tree",3M Claw,1,20251023,LUAMFUNDSUNFA,,review,mixed,0.75,,,,,,True,,,,,,,picture_hanging:1|heavy_items:1,True
SN3ojo_NjQI,https://www.youtube.com/watch?v=SN3ojo_NjQI,How to Hang a Heavy Mirror on Drywall!,3M Claw,227108,20230212,Reluctant DIYers,,tutorial,neutral,0.7,,,,,,,,,,,installation_difficulty:1,,picture_hanging:1|mirror:1|diy_projects:1|heavy_items:1,True
15OvpxJJU3s,https://www.youtube.com/watch?v=15OvpxJJU3s,How To Use A Plastic Disgorger To Unhook Fish - Snelled Fish Hook Remover Tool 2 in 1 [4K],3M Claw,176698,20210426,Fishmadpro,,tutorial,neutral,0.7,,,,,,,True,,,,,,,True
P8eblEGN7go,https://www.youtube.com/watch?v=P8eblEGN7go,How Much Can a Drywall Anchor Actually Hold?,3M Claw,138046,20230609,Vancouver Carpenter,,general,neutral,0.6,,,,,,,,,,,installation_difficulty:1,,heavy_items:2|picture_hanging:1,True
o0EQAi8Z5pA,https://www.youtube.com/watch?v=o0EQAi8Z5pA,Seamless wall hook nail hang photo hangers brick DIY install how #shorts #shortsvideo #viral #hook,3M Claw,111875,20240719,Watch Designing,,tutorial,neutral,0.7,,,,,,,,,,,,strong_hold:1|easy_installation:1|time_saving:1,picture_hanging:1|diy_projects:1,True
utmHFPZl_zU,https://www.youtube.com/watch?v=utmHFPZl_zU,Best Way To Rig Your Lure Weedless: Weed Guards vs. Weedless Hooks,3M Claw,64767,20201221,Salt Strong,,comparison|tips,mixed,0.8,,,,,,,,,,,,,picture_hanging:1,True
qmgB0_PDfGI,https://www.youtube.com/watch?v=qmgB0_PDfGI,How to use a snell hook holder,3M Claw,22429,20200212,Diaries of a Lady Angler,,tutorial,neutral,0.7,,,,,,,,,,,,,picture_hanging:1,True
KexjqfkOn0Y,https://www.youtube.com/watch?v=KexjqfkOn0Y,Can You Hammer the 3M Claw Into the Wall?,3M Claw,16150,20230711,Reluctant DIYers,,general,neutral,0.6,,,,,,,,,,,,,,True
fnaVV9O0RHo,https://www.youtube.com/watch?v=fnaVV9O0RHo,10 Quick Winch Claw Tips!,3M Claw,5887,20250127,Moggyplays,,tips,positive,0.7,,,,,,,,,,,,easy_installation:1|time_saving:1|value_for_money:1,picture_hanging:1|heavy_items:1,True
gfULFCQmkOY,https://www.youtube.com/watch?v=gfULFCQmkOY,"🖼️ 3M CLAW 15, 25 and 45 lb. Drywall Picture Hanger | Best 3M Claw Drywall Picture Hangers 🖼️",3M Claw,211,20240904,The Product Critiques,,tutorial|review,neutral,0.7,45,45-45,,,,,,,,,,strong_hold:1|value_for_money:1,picture_hanging:3|decoration:1,True
7ZEk5YH2PFo,https://www.youtube.com/watch?v=7ZEk5YH2PFo,How To Use Command Strips - Ace Hardware,Command,475828,20190430,Ace Hardware,,tutorial,neutral,0.7,,,,,,,,,,,,rental_friendly:1,picture_hanging:1,True
pPTjPvYZlFY,https://www.youtube.com/watch?v=pPTjPvYZlFY,3M Command Cord Clips 17017CLR Review,Command,79647,20140520,Reviews By Tiger,,tutorial|review,neutral,0.7,,,True,,,,,,,,installation_difficulty:1,strong_hold:1|damage_free:1|easy_installation:1,picture_hanging:1,True
-UmORPvchf8,https://www.youtube.com/watch?v=-UmORPvchf8,Quick & Easy Wall hooks using Command Hooks! Didn’t know these really worked!,Command,70708,20230625,Terae Boutard,,tutorial|tips,neutral,0.7,,,True,,,,,,,,,easy_installation:2|damage_free:1|time_saving:1,diy_projects:1,True
krflOpx_H7M,https://www.youtube.com/watch?v=krflOpx_H7M,90 Second How-to & Review: 3M - Command Brand Damage Free Hanging - Clear Plastic Hooks,Command,8809,20150310,Banammer,,tutorial|review,neutral,0.7,,,True,,,,,,,,,damage_free:1|easy_installation:1|time_saving:1,renter_friendly:1,True
PWFP6Wjw7qo,https://www.youtube.com/watch?v=PWFP6Wjw7qo,How to Hang a Frame without Nails! - Command Strip Review and Demo,Command,5641,20241113,Allyson l Allergy Free Health Coach,,tutorial|review|demo,neutral,0.7,15,15,,,,,,,,,,,picture_hanging:1|diy_projects:1,True
e1l0MtJQMCo,https://www.youtube.com/watch?v=e1l0MtJQMCo,Command 20 Lb XL Heavyweight Picture Hanging Strips Review?,Command,4447,20250104,The Buddys Reviews,,tutorial|review,neutral,0.7,20,20-20,,,,,,,,,,rental_friendly:1,picture_hanging:2|heavy_items:2|renter_friendly:1,True
F1KWzgSb57c,https://www.youtube.com/watch?v=F1KWzgSb57c,Best 3M Command Adhesive (and other Sticky) Products for your RV or Trailer — Trailer Organization!,Command,2918,20220613,Journeyman,,tutorial,neutral,0.7,,,,,,,,,,,durability_issues:1,strong_hold:1|easy_installation:1,picture_hanging:1|organization:1|tv_mounting:1,True
jVQtxLEnpmM,https://www.youtube.com/watch?v=jVQtxLEnpmM,Best Adhesive For Hanging Mirrors 2022 | You Check On Amazon Today,Command,553,20220127,Glass Beast,,general,positive,0.7,,,,,,,,,,,surface_damage:1,strong_hold:1|easy_installation:1|time_saving:1|value_for_money:1,picture_hanging:3|decoration:1|mirror:1|bathroom:1|office:1|acoustic_treatment:1,True
mDmy7WG8NCs,https://www.youtube.com/watch?v=mDmy7WG8NCs,3M Strips for Hanging Wall Art--Product Review,Command,31,20210310,Gate City Design,,review|demo|tips,neutral,0.7,,,,,,,,,,,,,picture_hanging:2|decoration:1|heavy_items:1,True
AxktFi2jf_E,https://www.youtube.com/watch?v=AxktFi2jf_E,The Top 5 Best Wall Hanger in 2025 - Must Watch Before Buying!,Command,30,20250218,Top Best Picks,,general,positive,0.7,15,15,,,,,,,,True,surface_damage:1,strong_hold:2|easy_installation:2|versatile:2|time_saving:1,picture_hanging:2|decoration:2|heavy_items:2|office:1|renter_friendly:1|diy_projects:1,True
EqsXLBBBbQg,https://www.youtube.com/watch?v=EqsXLBBBbQg,3M Scotch® Extreme Double-Sided Mounting Tape พลังการยึดติดที่แข็งแกร่ง,Scotch,19400,20250813,Scotch,,general,neutral,0.6,,,,,,,,,,,temperature_sensitive:1,,,True
QKPniJZAOrE,https://www.youtube.com/watch?v=QKPniJZAOrE,3M Scotch® Extreme Double-Sided Mounting Tape พลังการยึดติดที่แข็งแกร่ง,Scotch,9666,20250813,Scotch,,general,neutral,0.6,,,,,,,,,,,temperature_sensitive:1,,,True
MpQ-NBzD49w,https://www.youtube.com/watch?v=MpQ-NBzD49w,3M Scotch® Extreme Double-Sided Mounting Tape พลังการยึดติดที่แข็งแกร่ง,Scotch,8151,20250813,Scotch,,general,neutral,0.6,,,,,,,,,,,temperature_sensitive:1,,,True
Qk2mo_ISWC0,https://www.youtube.com/watch?v=Qk2mo_ISWC0,BEST MOUNTING TAPE FOR PAINTED WALLS,Scotch,1022,20221019,AT Reviews,,tutorial,neutral,0.7,,,,,,True,,,,,surface_damage:2|temperature_sensitive:1,strong_hold:2|easy_installation:1|time_saving:1|value_for_money:1,acoustic_treatment:1|heavy_items:1,True
3hNZ3MwqyPo,https://www.youtube.com/watch?v=3hNZ3MwqyPo,"Top 5 Best Double Sided Tapes for Arts, Crafts, Photography, Scrapbooking Review in 2023",Scotch,550,20220203,SmartHive,,review,positive,0.85,,,,,,,,True,,True,,time_saving:1,picture_hanging:2|decoration:2|diy_projects:1,True
SjMgTbDogd4,https://www.youtube.com/watch?v=SjMgTbDogd4,The Top 5 Best Auto Tape in 2025 - Must Watch Before Buying!,Scotch,480,20250413,Top 5 Best Picks,,general,positive,0.7,,,,,,,,True,,,temperature_sensitive:2|durability_issues:1|price_too_high:1,strong_hold:3|versatile:2|time_saving:2|professional_results:1,picture_hanging:2|diy_projects:1,True
z4whmGZ-HkM,https://www.youtube.com/watch?v=z4whmGZ-HkM,Double Sided Mounting Tape,Scotch,294,20200125,Richard H. Dennis,,tips,negative,0.7,2,2,,,,,,,,,surface_damage:1,easy_installation:1|time_saving:1,decoration:1,True
3AptajVFJ_Y,https://www.youtube.com/watch?v=3AptajVFJ_Y,Double Sided Mounting Tape,Scotch,153,20191205,Clayton N. Hightower,,general,positive,0.7,2,2,,,,,,,,,surface_damage:1,strong_hold:2|easy_installation:1|versatile:1|time_saving:1,curtains:1,True
